,url_original,url,Adversarial_Attack,Family_Name,DGA_Attack,DGA_Attack_Binary,MaskDGA_Iteration,sub_model_benign_prob,substitute_model
5889,eieoptpcotms.ddns.net,0f5opz-gxtes.ddns.net,Random_No model,,Random_No model,1,0,0.99090976,No model
5890,5dqj58a6a0qjc2k.ddns.net,5dqw5opvp0qj0sz.ddns.net,Random_No model,,Random_No model,1,0,0.06744373,No model
5891,nsfrfbwzpyj.org,jp7rffwz6bj.org,Random_No model,,Random_No model,1,0,0.24921297,No model
5892,zzmrrityhifiteamscengo.com,zzrprvtyhifhae6mucbngo.com,Random_No model,,Random_No model,1,0,0.09455398,No model
5893,twvgeqbtcvkfyidknvchipvukjnoj.info,0zvgrqincxk72nqknkscwn90sj-oh.info,Random_No model,,Random_No model,1,0,0.87087953,No model
5894,cotcgxds.biz,cctdgxzx.biz,Random_No model,,Random_No model,1,0,0.46842644,No model
5895,ypqtspy6w0ml1xc.ddns.net,pp2s05fok0ml1xc.ddns.net,Random_No model,,Random_No model,1,0,0.3070125,No model
5896,rhpavrdmhl.com,rh68vrdmil.com,Random_No model,ranbyus,Random_No model,1,0,0.5628597,No model
5897,sytvrjpgc.net,9ztvrjggv.net,Random_No model,,Random_No model,1,0,0.5690574,No model
5898,msyqaeigtg.com,xyvqaaigtb.com,Random_No model,,Random_No model,1,0,0.1768679,No model
5899,ownfrnicdqhqkjxke.net,oa9ff4icamhqkjxr0.net,Random_No model,,Random_No model,1,0,0.30215788,No model
5900,udtjatxdvoxgnjbwl.com,u5tgausdvohgndtwd.com,Random_No model,dircrypt,Random_No model,1,0,0.13169976,No model
5901,dysdvdzucmujgaixzdg.com,dysd85zmzmqngahe9dv.com,Random_No model,,Random_No model,1,0,0.24460348,No model
5902,gztfrdpvvdeb.com,gcb8vnpvvdeb.com,Random_No model,,Random_No model,1,0,0.24258122,No model
5903,lijesbeirlku.com,libez5eotj33.com,Random_No model,,Random_No model,1,0,0.846198,No model
5904,qedisalagexy.com,qe0ikalngg5r.com,Random_No model,,Random_No model,1,0,0.37265742,No model
5905,yytykgisxrkupzshl.net,yytikgisxmkd2zs04.net,Random_No model,,Random_No model,1,0,0.25599954,No model
5906,pmoimszurmnphnljqxw.info,ptzhqshu2mgpjnl7q-w.info,Random_No model,,Random_No model,1,0,0.30020392,No model
5907,7tupc47t7pmdqtgtk2edyfq.ddns.net,7xupc17c7pbdnll8x4eayf5.ddns.net,Random_No model,,Random_No model,1,0,0.076171644,No model
5908,fyglbxunkrtjbahogo.cx,t8-wb2jn-qt1bah5g8.cx,Random_No model,,Random_No model,1,0,0.9885542,No model
5909,vizutqmif.net,viauwdmi7.net,Random_No model,,Random_No model,1,0,0.81728244,No model
5910,kukaeuygogwiwysu.org,eu7meuzgogoiwgsu.org,Random_No model,,Random_No model,1,0,0.2907347,No model
5911,pbufardbentherocknphi.com,pbofat1bxntd4rodzgwh9.com,Random_No model,,Random_No model,1,0,0.3111247,No model
5912,xqfcmmivdnyknkdtp.net,xsmtmmiv02phnkmtp.net,Random_No model,,Random_No model,1,0,0.13736372,No model
5913,bsfamrledtthqdwol.net,2s-nmsladttsfdwol.net,Random_No model,,Random_No model,1,0,0.9068501,No model
5914,tjisfygmlb.mu,tj33fybmlz.mu,Random_No model,necurs,Random_No model,1,0,0.55439687,No model
5915,2cusycik60ms.top,2zuuy9ik60m6.top,Random_No model,,Random_No model,1,0,0.6192229,No model
5916,noseboat.net,nys7boah.net,Random_No model,,Random_No model,1,0,0.7500781,No model
5917,nal72q4vdlv61vb12scztziqx.com,wu782xw9v4mr7vb12scztp2qf.com,Random_No model,,Random_No model,1,0,0.068967566,No model
5918,ce8y0u42casm.net,ce8m0u42cagm.net,Random_No model,,Random_No model,1,0,0.24273649,No model
5919,storyfirst.net,storyflr8l.net,Random_No model,symmi,Random_No model,1,0,0.6271034,No model
5920,tpoppssocttmpcssp.ddns.net,ty-1pk7xctdmhcsyp.ddns.net,Random_No model,,Random_No model,1,0,0.64763016,No model
5921,eehuspucgxvoprwwb.biz,kenuspucgpvo2r3wt.biz,Random_No model,,Random_No model,1,0,0.33153862,No model
5922,yuwxbypesstcxyxcs.net,ywkxkypgsstywwox3.net,Random_No model,,Random_No model,1,0,0.110006236,No model
5923,ywiseksy.org,ywcte0k4.org,Random_No model,,Random_No model,1,0,0.73876816,No model
5924,gahinusepaci.com,sacinjpeeact.com,Random_No model,,Random_No model,1,0,0.52691954,No model
5925,myiewysekuuccqqo.org,mlbdqy8qxah3cqoo.org,Random_No model,,Random_No model,1,0,0.03424462,No model
5926,7pmh3j1lmh7vq4kvwxa.ddns.net,u6si3i1zmmavqbkl8xh.ddns.net,Random_No model,,Random_No model,1,0,0.0616321,No model
5927,jyjstysvs.biz,9ojssy2nx.biz,Random_No model,,Random_No model,1,0,0.84185547,No model
5928,4eoe0q4u42km.top,kdme0igjl20m.top,Random_No model,,Random_No model,1,0,0.30119815,No model
5929,6ui2o23fdit2w4zojb9na1l0.org,mti-o2afdihjwpcoftgsa1oa.org,Random_No model,,Random_No model,1,0,0.556367,No model
5930,aemiccscikacgwwy.org,lemizescikjcgwuy.org,Random_No model,,Random_No model,1,0,0.3311516,No model
5931,xbzvclnwxwwt.org,xbav41dwxwwt.org,Random_No model,,Random_No model,1,0,0.38796228,No model
5932,thoughtsingle.net,tdoug03cingld.net,Random_No model,,Random_No model,1,0,0.7925576,No model
5933,jobcyugawae.net,bvbgyfgi3ns.net,Random_No model,,Random_No model,1,0,0.70589536,No model
5934,mpnwxcpv.com,wpn5xcp9.com,Random_No model,,Random_No model,1,0,0.660873,No model
5935,abtohvsaefcdthutzhofqw.org,ab1ohykaefy1ghu36hob-w.org,Random_No model,,Random_No model,1,0,0.95124227,No model
5936,tfunhgunuxqylwgwr.net,ta4fhg1vm4nylxgjr.net,Random_No model,,Random_No model,1,0,0.09484081,No model
5937,wmbyqksefsyhhrlqh.pw,3-cyq5se3scfhrlqh.pw,Random_No model,,Random_No model,1,0,0.6687892,No model
5938,naijfkzjdtpftvwmborydwolf.biz,5atjfkz5dtllsvwmb8rydwolf.biz,Random_No model,,Random_No model,1,0,0.1234756,No model
5939,galipohipola.com,oalikorqp3ta.com,Random_No model,,Random_No model,1,0,0.47712165,No model
5940,wuxti11omovla1o22k2h187opvk.org,waf7iyhopovlb3ox3kkq187ipjk.org,Random_No model,,Random_No model,1,0,0.055048943,No model
5941,lovdsmmhmmkzzz.com,vovdsmxhmckc-n.com,Random_No model,,Random_No model,1,0,0.89732707,No model
5942,9hsgdy1s6d71n17zlvcb615ms7.net,9h9sdy1s6076nx71lrcb67dm47.net,Random_No model,,Random_No model,1,0,0.6618624,No model
5943,2n0jhg5w493h26nrh514v8l24.com,4rvj935w49h02wna85z9f8c6e.com,Random_No model,,Random_No model,1,0,0.34195352,No model
5944,dfozpfazixlaoo.net,dyofhfaznul9oo.net,Random_No model,,Random_No model,1,0,0.7233787,No model
5945,nxmhtnjvtyhbjycdp.net,jxp0tn7vablbzscd0.net,Random_No model,,Random_No model,1,0,0.19641992,No model
5946,rhkswrpirf.com,f7fswrpinf.com,Random_No model,,Random_No model,1,0,0.6783089,No model
5947,pyhwvvtdnq.com,pe0w0vtdko.com,Random_No model,,Random_No model,1,0,0.45575368,No model
5948,whethertwenty.net,oheth7bsweuty.net,Random_No model,,Random_No model,1,0,0.84361404,No model
5949,eeerqekwvdsxknxnc.net,eeacqmlve3sxkqxj5.net,Random_No model,,Random_No model,1,0,0.11034011,No model
5950,cxwlbcuovlggmltczpwamprypca.biz,c5wabyuo65ggmltcztwamprypna.biz,Random_No model,,Random_No model,1,0,0.33616206,No model
5951,19ncdbk5c27wbo0m6zw4gcedi.com,-3itxbn5cu7sb8bhrqw41ca28.com,Random_No model,necurs,Random_No model,1,0,0.474587,No model
5952,ohzesmmf.name,thzex0rf.name,Random_No model,,Random_No model,1,0,0.61963344,No model
5953,callbuild.net,cellrmb8o.net,Random_No model,,Random_No model,1,0,0.76930064,No model
5954,tkivtwfcu.com,twx-wwfrl.com,Random_No model,newgoz,Random_No model,1,0,0.93970305,No model
5955,2ou0ioqwukuc.net,2or0qolwukuc.net,Random_No model,,Random_No model,1,0,0.22046271,No model
5956,zyvrzgwxubggflvry.net,zyvcd8hxacwgflwry.net,Random_No model,,Random_No model,1,0,0.033658672,No model
5957,nxcbx71sjvau76z7f6n6fogz0.net,n0c9x7v9ttan6gz736n6fr2mk.net,Random_No model,,Random_No model,1,0,0.37314358,No model
5958,qpcbsrqloter.com,qzynsbq7oter.com,Random_No model,,Random_No model,1,0,0.3673848,No model
5959,ceiqyyyksqwyoouq.org,c3qqdpyksq36xpyq.org,Random_No model,,Random_No model,1,0,0.061192483,No model
5960,iwtyppcqufvhwtfgr.net,iktytpnquuviwyfgr.net,Random_No model,,Random_No model,1,0,0.08175947,No model
5961,sscralvsa.ug,ec7r41g9a.ug,Random_No model,,Random_No model,1,0,0.954427,No model
5962,bwigceemi.pw,swignkeq0.pw,Random_No model,,Random_No model,1,0,0.6905134,No model
5963,qsgyusteity.net,qszyusteety.net,Random_No model,,Random_No model,1,0,0.6300001,No model
5964,yjusmkktqb.com,bvgsmkvyqd.com,Random_No model,qakbot,Random_No model,1,0,0.22225067,No model
5965,kwktnswbsfkfdqntk.in,krbx6oe6lgk5f8nek.in,Random_No model,,Random_No model,1,0,0.1807266,No model
5966,sellover.net,39xl7r4r.net,Random_No model,,Random_No model,1,0,0.92951685,No model
5967,yedtbnxqnwrm.info,wedt3excnwxm.info,Random_No model,,Random_No model,1,0,0.50061405,No model
5968,ckovofvlbc.com,c-rcwfvlbc.com,Random_No model,,Random_No model,1,0,0.9783407,No model
5969,ogynpzmyxo.com,ooynpzw-z4.com,Random_No model,,Random_No model,1,0,0.9808605,No model
5970,rpnlbhayxdpkbuprbamjbkf.net,rp5lgh2gxlpk8uproxm7mkf.net,Random_No model,,Random_No model,1,0,0.10819439,No model
5971,omiarityhifiteamscengo.com,oe3j4kfohifiheamso7yio.com,Random_No model,,Random_No model,1,0,0.33574685,No model
5972,aga8qoyoikm0.org,yea8u6zolzm0.org,Random_No model,,Random_No model,1,0,0.31243795,No model
5973,xenikubpzoliarobb.net,xen0k0sp7f2iajybm.net,Random_No model,,Random_No model,1,0,0.22232117,No model
5974,cy46g2s68i0a.net,cy47p2s78i0v.net,Random_No model,,Random_No model,1,0,0.46061975,No model
5975,nakkrelfb.info,4ekq4e2fd.info,Random_No model,,Random_No model,1,0,0.48920012,No model
5976,taxsersscsticopt.ddns.net,ta1serss3stiqool.ddns.net,Random_No model,ramdo,Random_No model,1,0,0.6598274,No model
5977,oltcbjvqpdgc.com,oltz6w-qy9e6.com,Random_No model,,Random_No model,1,0,0.98559254,No model
5978,vuhdyvehebme.net,v9hdsbevjbma.net,Random_No model,,Random_No model,1,0,0.5395386,No model
5979,ktlrtoyzvt.com,jtlr9ly3vt.com,Random_No model,,Random_No model,1,0,0.66070503,No model
5980,nlcfdooacabnkcfc.com,8fcfdooacc4nkafv.com,Random_No model,,Random_No model,1,0,0.18451469,No model
5981,2gyg6kacawiw.net,ybyg6kwcamii.net,Random_No model,,Random_No model,1,0,0.32352683,No model
5982,opcraitppmp.ddns.net,hojuoitnkop.ddns.net,Random_No model,,Random_No model,1,0,0.75242186,No model
5983,aeiiycyummeiocsk.org,a0ictcu-1meio0qu.org,Random_No model,,Random_No model,1,0,0.9877038,No model
5984,ixkxdewccucmlzsgtnzkblrhfu.org,px9bde4ccujmlzsaunzkh7rhfx.org,Random_No model,,Random_No model,1,0,0.040423386,No model
5985,elozvlzopjkllph.info,c1ozvlzo9jkhnph.info,Random_No model,,Random_No model,1,0,0.21827407,No model
5986,vpxpleasdfoajbeoeijsljneqe.com,uxxple6sdboatbe8z8s4ljneqe.com,Random_No model,padcrypt,Random_No model,1,0,0.09066796,No model
5987,uvifcdmlidg.com,7sy8cdmdid8.com,Random_No model,,Random_No model,1,0,0.666537,No model
5988,avkmddkdpj.com,avkejd9d1j.com,Random_No model,fobber,Random_No model,1,0,0.61623913,No model
5989,1k7nm3618qcdbbth4ax01q5hv4x.net,1k0hw0998qqonb2wuax01q44vdx.net,Random_No model,,Random_No model,1,0,0.038842767,No model
5990,tarffbpwrffnifnkf.net,tdrf8bnwrhtnsfnkf.net,Random_No model,,Random_No model,1,0,0.0631399,No model
5991,vexqerogyw.com,v-jzerr3yw.com,Random_No model,murofet,Random_No model,1,0,0.97659475,No model
5992,t2efxuxallldr0nic81bd8usb.com,42ef7u9allldx0ngy61bl8uxb.com,Random_No model,,Random_No model,1,0,0.10217398,No model
5993,yeoakuaioe.com,yeoaku6zoe.com,Random_No model,,Random_No model,1,0,0.44786498,No model
5994,speormxtcemsie.ddns.net,s2e0rmxt2bc8we.ddns.net,Random_No model,,Random_No model,1,0,0.31531432,No model
5995,xrssyysvyzlcpgyyv.net,srs-yy5vyblc79ywv.net,Random_No model,,Random_No model,1,0,0.877061,No model
5996,wkdqjveaprzpfqwxnjtkhyaqtam.com,srdc1jvapuzpnqwxhjnkvymn8ar.com,Random_No model,,Random_No model,1,0,0.019369435,No model
5997,wednesdayshow.net,aednemdcyshm6.net,Random_No model,,Random_No model,1,0,0.48305985,No model
5998,gggkphklvjlm.in,5rgkpzkl7jlm.in,Random_No model,,Random_No model,1,0,0.16435482,No model
5999,cpgqneygvlbymbaww.cc,cpg9nfvgvdbymbasw.cc,Random_No model,symmi,Random_No model,1,0,0.14377289,No model
6000,600jk1mzavzlj6vl8b12v40at.biz,60p3kj2f4h3cj6vlr4q-v40yt.biz,Random_No model,,Random_No model,1,0,0.66962415,No model
6001,iiepjwboitqilntt.com,mifpjxbxdtx5lntt.com,Random_No model,,Random_No model,1,0,0.065726906,No model
6002,m6ab587tu2cba0ybyf32ify.ddns.net,9frbq8qbw2cba0ylyfbquey.ddns.net,Random_No model,,Random_No model,1,0,0.06588091,No model
6003,egeg6sy4e8uw.net,vges2spyrnuw.net,Random_No model,,Random_No model,1,0,0.26292625,No model
6004,kdcanbmkfbfdcfbf.co,kda4n8hkfbfdcfbo.co,Random_No model,,Random_No model,1,0,0.10062365,No model
6005,gadirybupyqo.com,hcaurn62pt3o.com,Random_No model,,Random_No model,1,0,0.66739917,No model
6006,gqnxcrnnpz.com,qqns43nnpz.com,Random_No model,,Random_No model,1,0,0.2383765,No model
6007,nrgvlefawpl.com,brnm60f8upx.com,Random_No model,,Random_No model,1,0,0.34173048,No model
6008,1w4eu5ysp3fkw8xgcfo93v68o.org,1q4cu5ysk4fkdw1gcfb03-h8u.org,Random_No model,,Random_No model,1,0,0.9619373,No model
6009,aagomouioomwmecm.org,ahgoiouicomz6-cm.org,Random_No model,,Random_No model,1,0,0.99100226,No model
6010,becausereason.net,k5ca6s1leao9w.net,Random_No model,,Random_No model,1,0,0.6853243,No model
6011,sstwardbentherocknphi.com,sstwasdseoj27rocknqhl.com,Random_No model,qadars,Random_No model,1,0,0.15912384,No model
6012,5hgxch1tw474ujkdcnqdo2o.ddns.net,mhgiuh1awpqvrj5ec8qqhyo.ddns.net,Random_No model,murofet,Random_No model,1,0,0.035408385,No model
6013,yhfejzkuohbyjziguscmjjnxgmxo.net,ynfegzkuohbykki0ubcxqnn1gmx2.net,Random_No model,suppobox,Random_No model,1,0,0.015456912,No model
6014,fwbksetzv.net,xwbcieyqa.net,Random_No model,,Random_No model,1,0,0.37011686,No model
6015,orapylxbypaibvdmp.cc,0r88yq5ggpaa89dmp.cc,Random_No model,,Random_No model,1,0,0.18696068,No model
6016,qimzcwxrpmjuxwabn.net,qzozcwrrqbju2whhn.net,Random_No model,,Random_No model,1,0,0.026891751,No model
6017,g6oekysq8q4i.org,giosqyse8q4b.org,Random_No model,,Random_No model,1,0,0.18067943,No model
6018,qiawqeig.com,qiywqei3.com,Random_No model,,Random_No model,1,0,0.41873178,No model
6019,qsegatktuccor.cm,qhxgatktduchg.cm,Random_No model,,Random_No model,1,0,0.3285352,No model
6020,puriwupuvemu.com,puli22phve3u.com,Random_No model,,Random_No model,1,0,0.6681204,No model
6021,wugukq0ekmky.net,wugu6quekmky.net,Random_No model,,Random_No model,1,0,0.16345468,No model
6022,addfcdcnclobekca.info,ncdfcdcnbgfbekca.info,Random_No model,,Random_No model,1,0,0.092211254,No model
6023,tldyigsfrfnhkmfsc.su,tbdyilsfrrnhzmxvc.su,Random_No model,suppobox,Random_No model,1,0,0.1327614,No model
6024,lyxefudirofijoxa.com,hyxmfudircfi2o5a.com,Random_No model,,Random_No model,1,0,0.4786996,No model
6025,pgalwtfod.info,ptalwauqd.info,Random_No model,,Random_No model,1,0,0.47277674,No model
6026,5bo1g7ihgv8p1muncm41c47fcy.net,5op1ltxf4v8p1muncp41y-6fty.net,Random_No model,,Random_No model,1,0,0.91202164,No model
6027,uhlewwooufjg.in,nhle7woorfjg.in,Random_No model,,Random_No model,1,0,0.47479662,No model
6028,bkwidffu.se,bkwrdvfg.se,Random_No model,,Random_No model,1,0,0.43355545,No model
6029,papnheco.name,8uh60pzo.name,Random_No model,,Random_No model,1,0,0.59327483,No model
6030,torchus.net,dtrchus.net,Random_No model,,Random_No model,1,0,0.9345317,No model
6031,aafbdnblfbfcaafl.cc,aaybdn8lf6fchyfl.cc,Random_No model,,Random_No model,1,0,0.15325083,No model
6032,rdvgvamvkunlmbq.mn,2dhgvaovkh1lms5.mn,Random_No model,,Random_No model,1,0,0.19811322,No model
6033,3dshu0iboleva87.ddns.net,xdshx3ibolhlar7.ddns.net,Random_No model,,Random_No model,1,0,0.6237582,No model
6034,w20ewe4u0m0a.top,w20ewevu0mja.top,Random_No model,necurs,Random_No model,1,0,0.20806384,No model
6035,jfhzqwufbv.com,ll5siwuf2v.com,Random_No model,,Random_No model,1,0,0.534292,No model
6036,hrwpyeqlsopcsdwecit.la,rrw5y5q6ro3sywfeci6.la,Random_No model,,Random_No model,1,0,0.4757306,No model
6037,epmtxaaocteoeti.ddns.net,en-tzpxo3t9o27q.ddns.net,Random_No model,,Random_No model,1,0,0.98331785,No model
6038,7xovcxy2gbu8mp7ru8inej5.ddns.net,0xovqzp3gje8mp7rukin4ws.ddns.net,Random_No model,,Random_No model,1,0,0.3812756,No model
6039,wwauwkokioksmkwg.org,wwaui5ozao-tmz54.org,Random_No model,necurs,Random_No model,1,0,0.9926785,No model
6040,qd0haedc89lm1u1wgz9hxpcq2.org,ydd3qedcselmfup0kcrhxs3z3.org,Random_No model,,Random_No model,1,0,0.05725309,No model
6041,alongthirteen.net,a9onntoqr2eed.net,Random_No model,,Random_No model,1,0,0.5453678,No model
6042,c6sqouguc20m.net,c09qtubuugum.net,Random_No model,,Random_No model,1,0,0.70323604,No model
6043,ktoabqugczevgcqgv.net,kttibqwgtzeukczcj.net,Random_No model,,Random_No model,1,0,0.04070097,No model
6044,efvnkupndlxtuoqpu.net,esvnfip6dlx3uoqpu.net,Random_No model,murofet,Random_No model,1,0,0.12442181,No model
6045,e8ug6weoi4yk.net,38ub6weoiz5u.net,Random_No model,,Random_No model,1,0,0.71793205,No model
6046,oresdrppppoe.ddns.net,o1qxdrp3ppq5.ddns.net,Random_No model,,Random_No model,1,0,0.19848387,No model
6047,sdrmispbpossxr.ddns.net,sdomzwpbpossxi.ddns.net,Random_No model,,Random_No model,1,0,0.31890446,No model
6048,ihvmboxmmh.su,ih7mb6s4bh.su,Random_No model,proslikefan,Random_No model,1,0,0.7459538,No model
6049,qjwvpalita.com,qjwg0afjta.com,Random_No model,,Random_No model,1,0,0.20808634,No model
6050,aonaao.se,a7xmao.se,Random_No model,,Random_No model,1,0,0.87279713,No model
6051,khimnoatxoovpn.ga,k448no6t4aovph.ga,Random_No model,,Random_No model,1,0,0.3607129,No model
6052,theiriron.net,ijed47gon.net,Random_No model,,Random_No model,1,0,0.9230724,No model
6053,isbeabdsrtspb.ddns.net,isbzaveyetupb.ddns.net,Random_No model,,Random_No model,1,0,0.55573285,No model
6054,suataklextz.info,suat2wxextz.info,Random_No model,,Random_No model,1,0,0.41915458,No model
6055,ebfvhskumm.com,ebfyxskqmb.com,Random_No model,,Random_No model,1,0,0.31862178,No model
6056,xbnqtzhekvdd.info,xlnqnhhykv99.info,Random_No model,,Random_No model,1,0,0.43016404,No model
6057,pccirtpoereeeseds.ddns.net,hccsttooi1peesegk.ddns.net,Random_No model,,Random_No model,1,0,0.36930054,No model
6058,fqyhwotqrgxs.com,-qy28lxqrgxs.com,Random_No model,,Random_No model,1,0,0.8992938,No model
6059,vobjfdpnfeptciugpfztpbulqo.ru,vdbjsdppfjpxeakgpwxtp2blr6.ru,Random_No model,,Random_No model,1,0,0.02867649,No model
6060,rightpleasure.net,rikmtpleuudrl.net,Random_No model,,Random_No model,1,0,0.3120675,No model
6061,fvihuxuvwd.com,1-thuxuowd.com,Random_No model,,Random_No model,1,0,0.99510044,No model
6062,wofifakryjcullqet.su,w0s6la5qyn1vttqet.su,Random_No model,,Random_No model,1,0,0.049447294,No model
6063,oeximejtqcj.net,omxupe5dq0j.net,Random_No model,qakbot,Random_No model,1,0,0.2929905,No model
6064,dveiakt.in,6vuiakt.in,Random_No model,newgoz,Random_No model,1,0,0.8291858,No model
6065,lyginuxilovu.com,rygdnu2il3vu.com,Random_No model,,Random_No model,1,0,0.24028157,No model
6066,mcanosdonbimxvsqq.cc,mcayotdobbisovspq.cc,Random_No model,fobber,Random_No model,1,0,0.57616204,No model
6067,oqfpwneliz.com,oqfpbzeliz.com,Random_No model,,Random_No model,1,0,0.48764864,No model
6068,iqesusyemwgqsgge.org,094vusyemwgqhuga.org,Random_No model,,Random_No model,1,0,0.13498779,No model
6069,brsottpscobtrm.ddns.net,u5sotd-4cobtrm.ddns.net,Random_No model,tinba,Random_No model,1,0,0.99617803,No model
6070,vokofadpujiezcf.com,u1k796dpujwezhb.com,Random_No model,,Random_No model,1,0,0.6478653,No model
6071,lrduswssqcaitkcysdyyhlmz.net,lrdusw9sc8gxtkch85g3hl7z.net,Random_No model,,Random_No model,1,0,0.22873072,No model
6072,wshrkizfionozkvcyxdhiyxga.com,wshokeqm-okozcycyxd5c3ngi.com,Random_No model,,Random_No model,1,0,0.7696355,No model
6073,wyjzjtvst.info,wyjzhj-st.info,Random_No model,,Random_No model,1,0,0.99063116,No model
6074,gqvoleasdfoajbeoeijsljneqe.com,1uxoleaiddoa1bexoijeltzehe.com,Random_No model,,Random_No model,1,0,0.29287735,No model
6075,iradaogphmjlu.info,ir7dnogphxmp8.info,Random_No model,,Random_No model,1,0,0.6233218,No model
6076,pumepyladesynitu.com,pumepylucesy6itp.com,Random_No model,,Random_No model,1,0,0.36692008,No model
6077,pufigiqyvipe.com,8ufggilbv-p-.com,Random_No model,,Random_No model,1,0,0.9938304,No model
6078,gtbpdotnimkuslhls.su,0tapdoun1x85rdhx2.su,Random_No model,,Random_No model,1,0,0.34681576,No model
6079,pujitovovyvo.com,rujgtlvovcbv.com,Random_No model,dnschanger,Random_No model,1,0,0.10257065,No model
6080,lhgjirrwtfql.com,lhoji44wtfqk.com,Random_No model,,Random_No model,1,0,0.37288857,No model
6081,xbovwoqlerhkutoccg.cm,xbo0advw3rsiomo09g.cm,Random_No model,,Random_No model,1,0,0.77486026,No model
6082,zspubahhzt.info,59p8b2hqzt.info,Random_No model,,Random_No model,1,0,0.7847978,No model
6083,kuwycu0e0i8u.net,8ewy7u0xci8u.net,Random_No model,,Random_No model,1,0,0.18088393,No model
6084,wewzmhouqupvjntzneku.com,wemxxbrgmut9andyzljn.com,Random_No model,simda,Random_No model,1,0,0.72238815,No model
6085,holssssfrgww.com,hjltt4wf-0w8.com,Random_No model,,Random_No model,1,0,0.9738442,No model
6086,weazwqujrbzth.com,ll3kw9pjrbzth.com,Random_No model,,Random_No model,1,0,0.2776577,No model
6087,egmfngrstcrimranj.pw,e2m2n-dstc5-branj.pw,Random_No model,,Random_No model,1,0,0.99996436,No model
6088,liarthirteen.net,l9arth0wtemn.net,Random_No model,,Random_No model,1,0,0.78299206,No model
6089,galehazaxuluxahy.com,galehazgvckzxuh4.com,Random_No model,banjori,Random_No model,1,0,0.22026543,No model
6090,1y93bvq1rykbly1kso1su16fyls4.org,qy4yoq11rykbtylrso13u16qyts4.org,Random_No model,,Random_No model,1,0,0.14594817,No model
6091,bxigsaedcsp.org,3xigsxe1cvz.org,Random_No model,,Random_No model,1,0,0.35510275,No model
6092,pjxgcuhuqgpjzdwgauotculr.com,pvxgc7hyoppqzdc85ubsxxlr.com,Random_No model,,Random_No model,1,0,0.08355041,No model
6093,jlosambizweekihjh.net,klj9adbixws5k5hj5.net,Random_No model,,Random_No model,1,0,0.36456567,No model
6094,kzrtbbsmfqqolpomwqo.com,6zrib-sw5qsxmpom8z3.com,Random_No model,,Random_No model,1,0,0.8118861,No model
6095,xajxyjwuhy.com,yajxyjwuhy.com,Random_No model,corebot,Random_No model,1,0,0.20026276,No model
6096,nrlhitii.com,uragiui1.com,Random_No model,,Random_No model,1,0,0.9323029,No model
6097,onlcxgtmbctg.in,vgnxrgt-5ctg.in,Random_No model,,Random_No model,1,0,0.9378443,No model
6098,1t4yg6914erjmlbg8gld2m5cp5.biz,sto1t691m8j9blbg839n9srcm3.biz,Random_No model,,Random_No model,1,0,0.8374651,No model
6099,hnborsulmxzwijxi.com,hnbousulkxzvijxi.com,Random_No model,,Random_No model,1,0,0.15353328,No model
6100,mocemcfbfbdoaoom.eu,mo0embiqibkoauk3.eu,Random_No model,qakbot,Random_No model,1,0,0.43204287,No model
6101,hbqwxewkwkss.net,fbqwx-w5wkyd.net,Random_No model,newgoz,Random_No model,1,0,0.82829255,No model
6102,ciwcuyegoeqykwwu.org,ciwbcmef4eq4gwgu.org,Random_No model,,Random_No model,1,0,0.15426445,No model
6103,xddhehawgozbmyptfeduvc.com,ldwhelawqo9u1yktaldvot.com,Random_No model,,Random_No model,1,0,0.48545483,No model
6104,ganezuwixojyxuru.com,paneeunoxojy6u88.com,Random_No model,suppobox,Random_No model,1,0,0.26077455,No model
6105,eifmhugqrwogihlptpfgezh.info,8i47ju1qrwoprhu1thfdezh.info,Random_No model,,Random_No model,1,0,0.15917173,No model
6106,ckwepzyujj.com,ckb0fzy9lj.com,Random_No model,,Random_No model,1,0,0.71082085,No model
6107,jklxilwrbiuv.in,uklt3ldmjb1v.in,Random_No model,,Random_No model,1,0,0.23895927,No model
6108,xdnxouaqqahi.org,qdn3ouaqqnh3.org,Random_No model,,Random_No model,1,0,0.13712095,No model
6109,phvqdurlbhqvre.com,phv9dujlbhqvre.com,Random_No model,,Random_No model,1,0,0.1539995,No model
6110,gfdjyhpganiceexqr.tw,ifdj3hpyynice3xqr.tw,Random_No model,,Random_No model,1,0,0.1931702,No model
6111,tqlradjcdqm.bit,4cerad9wjqr.bit.,Random_No model,qakbot,Random_No model,1,0,0.80055606,No model
6112,lzxonrcthambjfxplwgqpl.ru,lz8fvccohrrojfxplpjqa3.ru,Random_No model,,Random_No model,1,0,0.021405295,No model
6113,vyblzplqfhph.net,vyornplq0uth.net,Random_No model,,Random_No model,1,0,0.19002786,No model
6114,knowntoward.net,u1lwntowa0d.net,Random_No model,,Random_No model,1,0,0.50797224,No model
6115,teqmykkpqphd.in,xe15diciq6i-.in,Random_No model,,Random_No model,1,0,0.7055109,No model
6116,bcfkfxbufwyy.us,ucfkffyez1ey.us,Random_No model,,Random_No model,1,0,0.3088077,No model
6117,pecsapemxamrsstda.ddns.net,9vcsptr4i1mq38ida.ddns.net,Random_No model,,Random_No model,1,0,0.20599364,No model
6118,oakaceoqwywq.top,oa8acfoqwywq.top,Random_No model,,Random_No model,1,0,0.12794417,No model
6119,omk2wag6om4u.org,xmn2w9h65m4u.org,Random_No model,,Random_No model,1,0,0.4550252,No model
